date_received,status,borough,major_category,minor_category,problem_status,problem_code,post_code,type,time_to_close
2023-01-01 17:48:50,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10468,EMERGENCY,1
2023-01-01 17:50:35,CLOSE,BRONX,WATER LEAK,DAMP SPOT,CLOSE,FROM WALL OR CEILING,10457,NON EMERGENCY,10
2023-01-01 17:50:35,CLOSE,BRONX,UNSANITARY CONDITION,PESTS,CLOSE,ROACHES,10457,NON EMERGENCY,10
2023-01-01 17:50:35,CLOSE,BRONX,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,10457,EMERGENCY,10
2023-01-01 17:50:35,CLOSE,BRONX,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10457,EMERGENCY,10
2023-01-01 17:51:23,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,11209,EMERGENCY,2
2023-01-01 17:52:48,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10451,EMERGENCY,2
2023-01-01 17:55:03,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11419,EMERGENCY,3
2023-01-01 17:55:53,CLOSE,MANHATTAN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,10032,EMERGENCY,2
2023-01-01 18:02:58,CLOSE,BRONX,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,10468,EMERGENCY,121
2023-01-01 18:03:22,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11206,EMERGENCY,2
2023-01-01 18:03:59,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11220,EMERGENCY,1
2023-01-01 18:05:14,CLOSE,MANHATTAN,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10038,EMERGENCY,8
2023-01-01 18:05:37,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10453,EMERGENCY,1
2023-01-01 18:06:34,CLOSE,BROOKLYN,PLUMBING,WATER SUPPLY,CLOSE,NO WATER,11206,IMMEDIATE EMERGENCY,4
2023-01-01 18:10:20,CLOSE,BRONX,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,10455,EMERGENCY,14
2023-01-01 18:10:38,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10033,EMERGENCY,2
2023-01-01 18:11:02,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10021,EMERGENCY,1
2023-01-01 18:11:10,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10472,EMERGENCY,2
2023-01-01 18:13:37,CLOSE,BRONX,PLUMBING,WATER SUPPLY,CLOSE,NO WATER,10467,EMERGENCY,16
2023-01-01 18:13:37,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,10467,EMERGENCY,16
2023-01-01 18:14:21,CLOSE,BRONX,ELECTRIC,POWER OUTAGE,CLOSE,ENTIRE APARTMENT,10469,IMMEDIATE EMERGENCY,2
2023-01-01 18:17:11,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11221,EMERGENCY,3
2023-01-01 18:20:53,CLOSE,MANHATTAN,UNSANITARY CONDITION,PESTS,CLOSE,MICE,10037,NON EMERGENCY,16
2023-01-01 18:21:21,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11214,EMERGENCY,2
2023-01-01 18:23:46,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10128,EMERGENCY,3
2023-01-01 18:23:54,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10040,EMERGENCY,1
2023-01-01 18:24:25,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10026,EMERGENCY,1
2023-01-01 18:24:28,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11226,EMERGENCY,4
2023-01-01 18:25:40,CLOSE,MANHATTAN,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,MISSING OR INADEQUATE CANS/LID,10037,NON EMERGENCY,151
2023-01-01 18:26:16,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10031,EMERGENCY,2
2023-01-01 18:27:02,CLOSE,BROOKLYN,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,ACCUMULATION,11221,NON EMERGENCY,164
2023-01-01 18:27:10,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10463,EMERGENCY,2
2023-01-01 18:29:26,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,10470,EMERGENCY,1
2023-01-01 18:30:35,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11217,EMERGENCY,4
2023-01-01 18:30:46,CLOSE,QUEENS,PLUMBING,WATER SUPPLY,CLOSE,LOW WATER PRESSURE,11421,NON EMERGENCY,67
2023-01-01 18:31:21,CLOSE,BROOKLYN,UNSANITARY CONDITION,MOLD,CLOSE,N/A,11232,EMERGENCY,23
2023-01-01 18:33:26,CLOSE,BROOKLYN,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,ACCUMULATION,11210,NON EMERGENCY,561
2023-01-01 18:34:46,CLOSE,MANHATTAN,APPLIANCE,REFRIGERATOR,CLOSE,BROKEN DOOR SEAL,10128,NON EMERGENCY,7
2023-01-01 18:35:04,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10451,EMERGENCY,3
2023-01-01 18:35:33,CLOSE,BRONX,SAFETY,SPRINKLER,CLOSE,SYSTEM BROKEN OR MISSING,10470,IMMEDIATE EMERGENCY,3
2023-01-01 18:36:29,CLOSE,BRONX,ELECTRIC,OUTLET/SWITCH,CLOSE,OUTLET SEALED OR DEFECTIVE,10472,NON EMERGENCY,60
2023-01-01 18:42:53,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10468,EMERGENCY,1
2023-01-01 18:43:45,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11225,EMERGENCY,3
2023-01-01 18:44:55,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11233,EMERGENCY,3
2023-01-01 18:45:25,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10017,EMERGENCY,2
2023-01-01 18:45:42,CLOSE,MANHATTAN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,10039,EMERGENCY,2
2023-01-01 18:46:47,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10456,EMERGENCY,1
2023-01-01 18:48:22,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10463,EMERGENCY,3
2023-01-01 18:51:29,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10016,EMERGENCY,1
2023-01-01 18:51:34,CLOSE,QUEENS,GENERAL,BELL/BUZZER/INTERCOM,CLOSE,BROKEN OR MISSING,11691,NON EMERGENCY,177
2023-01-01 18:52:35,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11379,EMERGENCY,2
2023-01-01 18:54:51,CLOSE,MANHATTAN,PLUMBING,WATER SUPPLY,CLOSE,NO COLD WATER,10023,NON EMERGENCY,168
2023-01-01 18:55:53,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11208,EMERGENCY,3
2023-01-01 18:56:02,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10463,EMERGENCY,1
2023-01-01 18:57:28,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10026,EMERGENCY,1
2023-01-01 18:58:27,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,11207,EMERGENCY,3
2023-01-01 18:58:37,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10034,EMERGENCY,1
2023-01-01 18:58:37,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10468,EMERGENCY,3
2023-01-01 19:00:18,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11225,EMERGENCY,3
2023-01-01 19:02:03,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10452,EMERGENCY,2
2023-01-01 19:02:10,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10452,EMERGENCY,3
2023-01-01 19:02:46,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,11217,EMERGENCY,4
2023-01-01 19:02:46,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10456,EMERGENCY,2
2023-01-01 19:05:42,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10468,EMERGENCY,2
2023-01-01 19:06:27,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11217,EMERGENCY,4
2023-01-01 19:11:58,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11215,EMERGENCY,2
2023-01-01 19:12:13,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10462,EMERGENCY,1
2023-01-01 19:12:27,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10470,EMERGENCY,1
2023-01-01 19:12:33,CLOSE,MANHATTAN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,10040,EMERGENCY,3
2023-01-01 19:12:54,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,11217,EMERGENCY,4
2023-01-01 19:14:56,CLOSE,QUEENS,WATER LEAK,HEAVY FLOW,CLOSE,FROM WALL OR CEILING,11379,EMERGENCY,3
2023-01-01 19:18:50,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11217,EMERGENCY,4
2023-01-01 19:19:02,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11213,EMERGENCY,3
2023-01-01 19:20:14,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10032,EMERGENCY,3
2023-01-01 19:20:54,CLOSE,QUEENS,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,11368,EMERGENCY,131
2023-01-01 19:23:26,CLOSE,MANHATTAN,ELECTRIC,NO LIGHTING,CLOSE,ONE ROOM OR AREA,10032,EMERGENCY,14
2023-01-01 19:23:58,CLOSE,BROOKLYN,UNSANITARY CONDITION,MOLD,CLOSE,N/A,11213,EMERGENCY,8
2023-01-01 19:25:23,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11220,EMERGENCY,3
2023-01-01 19:27:09,CLOSE,STATEN ISLAND,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,10301,EMERGENCY,2
2023-01-01 19:27:09,CLOSE,QUEENS,PAINT/PLASTER,CEILING,CLOSE,COLLAPSING OR FALLING,11379,IMMEDIATE EMERGENCY,4
2023-01-01 19:27:19,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,11249,EMERGENCY,3
2023-01-01 19:27:55,CLOSE,BRONX,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10460,EMERGENCY,3
2023-01-01 19:29:22,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,11216,EMERGENCY,4
2023-01-01 19:29:53,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10457,EMERGENCY,2
2023-01-01 19:30:14,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10461,EMERGENCY,1
2023-01-01 19:31:15,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10460,EMERGENCY,3
2023-01-01 19:31:33,CLOSE,BRONX,ELECTRIC,NO LIGHTING,CLOSE,ONE ROOM OR AREA,10467,EMERGENCY,16
2023-01-01 19:31:33,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10467,EMERGENCY,16
2023-01-01 19:31:33,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10467,EMERGENCY,2
2023-01-01 19:32:45,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11226,EMERGENCY,3
2023-01-01 19:32:57,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10468,EMERGENCY,2
2023-01-01 19:34:48,CLOSE,BRONX,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,10460,EMERGENCY,3
2023-01-01 19:35:33,CLOSE,BRONX,PLUMBING,TOILET,CLOSE,NO WATER,10459,EMERGENCY,16
2023-01-01 19:36:27,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,11217,EMERGENCY,4
2023-01-01 19:36:58,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10032,EMERGENCY,4
2023-01-01 19:37:28,CLOSE,BRONX,FLOORING/STAIRS,FLOOR,CLOSE,HOLE IN NON-WALKING AREA,10460,NON EMERGENCY,3
2023-01-01 19:37:29,CLOSE,BRONX,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,MISSING OR INADEQUATE CANS/LID,10474,NON EMERGENCY,30
2023-01-01 19:37:31,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10468,EMERGENCY,1
2023-01-01 19:37:33,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11226,EMERGENCY,1
2023-01-01 19:37:36,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11372,EMERGENCY,4
2023-01-01 19:37:50,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10468,EMERGENCY,3
2023-01-01 19:38:08,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10453,EMERGENCY,3
2023-01-01 19:40:17,CLOSE,BRONX,ELECTRIC,OUTLET/SWITCH,CLOSE,OUTLET SEALED OR DEFECTIVE,10460,NON EMERGENCY,3
2023-01-01 19:41:15,CLOSE,BRONX,PLUMBING,WATER SUPPLY,CLOSE,NO WATER,10458,EMERGENCY,12
2023-01-01 19:42:09,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11419,EMERGENCY,3
2023-01-01 19:44:10,CLOSE,BRONX,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,MISSING OR INADEQUATE CANS/LID,10474,NON EMERGENCY,30
2023-01-01 19:46:13,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11103,EMERGENCY,3
2023-01-01 19:46:21,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,10453,EMERGENCY,3
2023-01-01 19:46:28,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10468,EMERGENCY,3
2023-01-01 19:48:25,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10472,EMERGENCY,2
2023-01-01 19:50:29,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10457,EMERGENCY,3
2023-01-01 19:51:17,CLOSE,MANHATTAN,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,10011,EMERGENCY,5
2023-01-01 19:51:17,CLOSE,MANHATTAN,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10011,EMERGENCY,5
2023-01-01 19:51:17,CLOSE,MANHATTAN,GENERAL,VENTILATION SYSTEM,CLOSE,BROKEN OR MISSING,10011,NON EMERGENCY,5
2023-01-01 19:51:17,CLOSE,MANHATTAN,PAINT/PLASTER,CEILING,CLOSE,COLLAPSING OR FALLING,10011,IMMEDIATE EMERGENCY,5
2023-01-01 19:51:17,CLOSE,MANHATTAN,ELECTRIC,LIGHTING,CLOSE,FIXTURE WET OR FLOODED,10011,EMERGENCY,5
2023-01-01 19:51:17,CLOSE,MANHATTAN,PAINT/PLASTER,CEILING,CLOSE,HOLE OR CRACKED,10011,EMERGENCY,5
2023-01-01 19:51:33,CLOSE,BRONX,PLUMBING,RADIATOR,CLOSE,BROKEN OR MISSING,10461,EMERGENCY,16
2023-01-01 19:51:33,CLOSE,BRONX,WATER LEAK,HEAVY FLOW,CLOSE,AT WALL OR CEILING,10461,EMERGENCY,16
2023-01-01 19:51:33,CLOSE,BRONX,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10461,EMERGENCY,16
2023-01-01 19:51:55,CLOSE,BROOKLYN,PAINT/PLASTER,CEILING,CLOSE,COLLAPSING OR FALLING,11210,IMMEDIATE EMERGENCY,7
2023-01-01 19:51:55,CLOSE,BROOKLYN,PAINT/PLASTER,WALL,CLOSE,CHIPPED/PEELING/FLAKING,11210,NON EMERGENCY,7
2023-01-01 19:53:50,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,10032,EMERGENCY,3
2023-01-01 19:55:28,CLOSE,BRONX,FLOORING/STAIRS,STAIRS,CLOSE,CONSECUTIVE STEPS BROKEN/MISSING,10461,IMMEDIATE EMERGENCY,2
2023-01-01 19:55:28,CLOSE,BRONX,DOOR/WINDOW,WINDOW FRAME,CLOSE,LOOSE OR DEFECTIVE,10461,EMERGENCY,2
2023-01-01 19:55:28,CLOSE,BRONX,DOOR/WINDOW,DOOR,CLOSE,BROKEN OR MISSING,10461,EMERGENCY,2
2023-01-01 19:57:41,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11361,EMERGENCY,5
2023-01-01 19:58:15,CLOSE,QUEENS,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11694,EMERGENCY,3
2023-01-01 19:58:30,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11222,EMERGENCY,3
2023-01-01 20:00:20,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10458,EMERGENCY,2
2023-01-01 20:00:56,CLOSE,QUEENS,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11377,EMERGENCY,4
2023-01-01 20:02:45,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,11230,EMERGENCY,3
2023-01-01 20:05:45,CLOSE,MANHATTAN,UNSANITARY CONDITION,PESTS,CLOSE,MICE,10029,NON EMERGENCY,14
2023-01-01 20:06:52,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10026,EMERGENCY,1
2023-01-01 20:08:57,CLOSE,BROOKLYN,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,MISSING OR INADEQUATE CANS/LID,11221,NON EMERGENCY,88
2023-01-01 20:10:40,CLOSE,BRONX,PLUMBING,TOILET,CLOSE,BOWL STOPPED UP,10454,EMERGENCY,25
2023-01-01 20:10:40,CLOSE,BRONX,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10454,EMERGENCY,25
2023-01-01 20:10:57,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT AND NO HOT WATER,11203,EMERGENCY,1
2023-01-01 20:13:03,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HOT WATER,11217,EMERGENCY,4
2023-01-01 20:14:18,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10459,EMERGENCY,1
2023-01-01 20:14:42,CLOSE,BRONX,FLOORING/STAIRS,FLOOR,CLOSE,HOLE IN WALKING AREA,10470,EMERGENCY,9
2023-01-01 20:14:42,CLOSE,BRONX,GENERAL,CABINET,CLOSE,DAMAGED OR MISSING,10470,NON EMERGENCY,9
2023-01-01 20:14:42,CLOSE,BRONX,DOOR/WINDOW,WINDOW FRAME,CLOSE,LOOSE OR DEFECTIVE,10470,EMERGENCY,9
2023-01-01 20:14:42,CLOSE,BRONX,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10470,EMERGENCY,9
2023-01-01 20:14:42,CLOSE,BRONX,PAINT/PLASTER,WALL,CLOSE,TILE BROKEN OR MISSING,10470,NON EMERGENCY,9
2023-01-01 20:14:42,CLOSE,BRONX,PAINT/PLASTER,WALL,CLOSE,BULGING/HOLE/CRACKED,10470,NON EMERGENCY,9
2023-01-01 20:14:42,CLOSE,BRONX,FLOORING/STAIRS,FLOOR,CLOSE,TILE BROKEN OR MISSING,10470,NON EMERGENCY,9
2023-01-01 20:15:47,CLOSE,BRONX,PLUMBING,TOILET,CLOSE,CONTINUOUSLY RUNS,10458,NON EMERGENCY,43
2023-01-01 20:15:47,CLOSE,BRONX,FLOORING/STAIRS,FLOOR,CLOSE,BROKEN OR DEFECTIVE,10458,NON EMERGENCY,43
2023-01-01 20:20:04,CLOSE,MANHATTAN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10031,EMERGENCY,2
2023-01-01 20:24:20,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11215,EMERGENCY,1
2023-01-01 20:26:45,CLOSE,BROOKLYN,UNSANITARY CONDITION,PESTS,CLOSE,OTHER,11234,NON EMERGENCY,162
2023-01-01 20:26:45,CLOSE,BROOKLYN,FLOORING/STAIRS,FLOOR,CLOSE,TILE BROKEN OR MISSING,11234,NON EMERGENCY,162
2023-01-01 20:30:06,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,10460,EMERGENCY,1
2023-01-01 20:30:14,CLOSE,MANHATTAN,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10031,EMERGENCY,6
2023-01-01 20:30:14,CLOSE,MANHATTAN,ELECTRIC,OUTLET/SWITCH,CLOSE,OUTLET SEALED OR DEFECTIVE,10031,NON EMERGENCY,6
2023-01-01 20:30:14,CLOSE,MANHATTAN,GENERAL,CABINET,CLOSE,FALLING OFF WALL,10031,EMERGENCY,6
2023-01-01 20:33:52,CLOSE,BRONX,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10463,EMERGENCY,2
2023-01-01 20:40:02,CLOSE,MANHATTAN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,10026,EMERGENCY,1
2023-01-01 20:40:03,CLOSE,BRONX,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,MISSING OR INADEQUATE CANS/LID,10474,NON EMERGENCY,30
2023-01-01 20:42:22,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11236,EMERGENCY,3
2023-01-01 20:43:21,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11215,EMERGENCY,1
2023-01-01 20:44:23,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11236,EMERGENCY,3
2023-01-01 20:44:39,CLOSE,BRONX,PAINT/PLASTER,WALL,CLOSE,CHIPPED/PEELING/FLAKING,10456,NON EMERGENCY,3
2023-01-01 20:44:39,CLOSE,BRONX,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,10456,EMERGENCY,3
2023-01-01 20:44:41,CLOSE,BRONX,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE,MISSING OR INADEQUATE CANS/LID,10474,NON EMERGENCY,30
2023-01-01 20:44:41,CLOSE,BRONX,UNSANITARY CONDITION,MOLD,CLOSE,N/A,10453,EMERGENCY,4
2023-01-01 20:46:06,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11236,EMERGENCY,3
2023-01-01 20:48:30,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11236,EMERGENCY,3
2023-01-01 20:48:57,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT AND NO HOT WATER,11235,EMERGENCY,2
2023-01-01 20:50:16,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HOT WATER,11209,EMERGENCY,1
2023-01-01 20:50:20,CLOSE,BROOKLYN,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE,NO HEAT,11236,EMERGENCY,3
2023-01-01 20:51:11,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11213,EMERGENCY,1
2023-01-01 20:51:51,CLOSE,BROOKLYN,HEAT/HOT WATER,APARTMENT ONLY,CLOSE,NO HEAT,11225,EMERGENCY,1
2023-01-01 20:52:33,CLOSE,MANHATTAN,WATER LEAK,SLOW LEAK,CLOSE,AT WALL OR CEILING,10034,NON EMERGENCY,17
2023-01-01 20:52:33,CLOSE,MANHATTAN,PAINT/PLASTER,WALL,CLOSE,BULGING/HOLE/CRACKED,10034,NON EMERGENCY,17
2023-01-01 20:52:33,CLOSE,MANHATTAN,UNSANITARY CONDITION,PESTS,CLOSE,MICE,10034,NON EMERGENCY,17
2023-01-01 20:52:33,CLOSE,MANHATTAN,UNSANITARY CONDITION,PESTS,CLOSE,OTHER,10034,NON EMERGENCY,17
